object,jan_version,jan_valid_from,jan_valid_to,june_version,june_valid_from,june_valid_to,change_type,route_affected,material,action,tag_change_json,june_tags_json,june_node_ids_json,parent_child,history_url
way/924025918,4,2022-08-03 06:17:30+00:00,2024-04-05T16:40:35Z,deleted v5,2024-04-05T16:40:35Z,,D_HISTORICAL_STATUS,Jan/south-chalus:closure | Jan/south-chalus_alt:closure | Jan/south-kelardasht:closure | Jan/south-kelardasht_alt:closure | Jan/south-nowshahr:closure | Jan/south-nowshahr_alt:closure | Jan/south_10-chalus:closure | Jan/south_10-chalus_alt:closure | Jan/south_10-kelardasht:closure | Jan/south_10-kelardasht_alt:closure | Jan/south_10-nowshahr:closure | Jan/south_10-nowshahr_alt:closure | Jan/south_5-chalus:closure | Jan/south_5-chalus_alt:closure | Jan/south_5-kelardasht:closure | Jan/south_5-kelardasht_alt:closure | Jan/south_5-nowshahr:closure | Jan/south_5-nowshahr_alt:closure,YES_TOPOLOGY_RECONCILIATION,Remove obsolete ID; insert historically valid descendants,"{""visible"":[true,false]}",{},[],"replaced by 1270179067,1287287400,1287287401",https://www.openstreetmap.org/way/924025918/history
way/924025920,5,2022-04-08 21:27:53+00:00,2024-05-31T08:17:41Z,10,2024-05-31T08:17:41Z,2024-07-22T11:27:33Z,C_TOPOLOGY,Jan/south-chalus:closure | Jan/south-chalus_alt:closure | Jan/south-kelardasht:closure | Jan/south-kelardasht_alt:closure | Jan/south-nowshahr:closure | Jan/south-nowshahr_alt:closure | Jan/south_10-chalus:closure | Jan/south_10-chalus_alt:closure | Jan/south_10-kelardasht:closure | Jan/south_10-kelardasht_alt:closure | Jan/south_10-nowshahr:closure | Jan/south_10-nowshahr_alt:closure | Jan/south_5-chalus:closure | Jan/south_5-chalus_alt:closure | Jan/south_5-kelardasht:closure | Jan/south_5-kelardasht_alt:closure | Jan/south_5-nowshahr:closure | Jan/south_5-nowshahr_alt:closure | Jun/south-chalus:closure | Jun/south-kelardasht:closure | Jun/south-nowshahr:closure | JunGate/south+0-chalus:closure | JunGate/south+0-kelardasht:closure | JunGate/south+0-nowshahr:closure | JunGate/south+10-chalus:closure | JunGate/south+10-kelardasht:closure | JunGate/south+10-nowshahr:closure | JunGate/south+5-chalus:closure | JunGate/south+5-kelardasht:closure | JunGate/south+5-nowshahr:closure | JunSens/south-chalus:closure | JunSens/south-chalus_alt:closure | JunSens/south-kelardasht:closure | JunSens/south-kelardasht_alt:closure | JunSens/south-nowshahr:closure | JunSens/south-nowshahr_alt:closure | JunSens/south_10-chalus:closure | JunSens/south_10-chalus_alt:closure | JunSens/south_10-kelardasht:closure | JunSens/south_10-kelardasht_alt:closure | JunSens/south_10-nowshahr:closure | JunSens/south_10-nowshahr_alt:closure | JunSens/south_5-chalus:closure | JunSens/south_5-chalus_alt:closure | JunSens/south_5-kelardasht:closure | JunSens/south_5-kelardasht_alt:closure | JunSens/south_5-nowshahr:closure | JunSens/south_5-nowshahr_alt:closure,NO,Use 12-Jun version; no route/corridor effect,"{""hgv"":[null,""no""]}","{""hgv"":""no"",""highway"":""trunk"",""name"":""جاده هراز"",""oneway"":""yes"",""ref"":""77""}","[8577451368,8577451371,11793744036,11938849728,11940225478,11940225479,8577451372,8577451375,8582349137,8582349138,11940225482,8582349139,8582349140,8582349141,8984975024,8582349142,8984975021,8984975025,2279621016]",,https://www.openstreetmap.org/way/924025920/history
way/924025921,5,2022-08-03 06:17:30+00:00,2024-04-05T16:40:35Z,deleted v6,2024-04-05T16:40:35Z,,D_HISTORICAL_STATUS,Jan/south-chalus:closure | Jan/south-chalus_alt:closure | Jan/south-kelardasht:closure | Jan/south-kelardasht_alt:closure | Jan/south-nowshahr:closure | Jan/south-nowshahr_alt:closure | Jan/south_10-chalus:closure | Jan/south_10-chalus_alt:closure | Jan/south_10-kelardasht:closure | Jan/south_10-kelardasht_alt:closure | Jan/south_10-nowshahr:closure | Jan/south_10-nowshahr_alt:closure | Jan/south_5-chalus:closure | Jan/south_5-chalus_alt:closure | Jan/south_5-kelardasht:closure | Jan/south_5-kelardasht_alt:closure | Jan/south_5-nowshahr:closure | Jan/south_5-nowshahr_alt:closure,YES_TOPOLOGY_RECONCILIATION,Remove obsolete ID; insert historically valid descendants,"{""visible"":[true,false]}",{},[],"replaced by 1270179067,1287287400,1287287401",https://www.openstreetmap.org/way/924025921/history
way/924025923,4,2022-08-03 06:17:30+00:00,2024-05-28T17:39:20Z,6,2024-05-28T17:39:20Z,,C_TOPOLOGY,Jan/south-chalus:closure | Jan/south-chalus_alt:closure | Jan/south-kelardasht:closure | Jan/south-kelardasht_alt:closure | Jan/south-nowshahr:closure | Jan/south-nowshahr_alt:closure | Jan/south_10-chalus:closure | Jan/south_10-chalus_alt:closure | Jan/south_10-kelardasht:closure | Jan/south_10-kelardasht_alt:closure | Jan/south_10-nowshahr:closure | Jan/south_10-nowshahr_alt:closure | Jan/south_5-chalus:closure | Jan/south_5-chalus_alt:closure | Jan/south_5-kelardasht:closure | Jan/south_5-kelardasht_alt:closure | Jan/south_5-nowshahr:closure | Jan/south_5-nowshahr_alt:closure | Jun/south-chalus:closure | Jun/south-kelardasht:closure | Jun/south-nowshahr:closure | JunGate/south+0-chalus:closure | JunGate/south+0-kelardasht:closure | JunGate/south+0-nowshahr:closure | JunGate/south+10-chalus:closure | JunGate/south+10-kelardasht:closure | JunGate/south+10-nowshahr:closure | JunGate/south+5-chalus:closure | JunGate/south+5-kelardasht:closure | JunGate/south+5-nowshahr:closure | JunSens/south-chalus:closure | JunSens/south-chalus_alt:closure | JunSens/south-kelardasht:closure | JunSens/south-kelardasht_alt:closure | JunSens/south-nowshahr:closure | JunSens/south-nowshahr_alt:closure | JunSens/south_10-chalus:closure | JunSens/south_10-chalus_alt:closure | JunSens/south_10-kelardasht:closure | JunSens/south_10-kelardasht_alt:closure | JunSens/south_10-nowshahr:closure | JunSens/south_10-nowshahr_alt:closure | JunSens/south_5-chalus:closure | JunSens/south_5-chalus_alt:closure | JunSens/south_5-kelardasht:closure | JunSens/south_5-kelardasht_alt:closure | JunSens/south_5-nowshahr:closure | JunSens/south_5-nowshahr_alt:closure,NO,Use 12-Jun version; no route/corridor effect,{},"{""highway"":""trunk"",""name"":""جاده هراز"",""oneway"":""yes"",""ref"":""77""}","[8577451361,11793733892,8577451364,11793733891,11940225472,11793733890,11940225473,8577451365,8577451366,11940225476,11940225477,8577451367]",,https://www.openstreetmap.org/way/924025923/history
way/954500256,5,2023-04-26 12:20:39+00:00,2024-05-28T17:46:20Z,6,2024-05-28T17:46:20Z,2024-06-14T10:41:16Z,A_NON_MATERIAL,Jan/south-chalus:closure | Jan/south-chalus_alt:closure | Jan/south-kelardasht:closure | Jan/south-kelardasht_alt:closure | Jan/south-nowshahr:closure | Jan/south-nowshahr_alt:closure | Jan/south_10-chalus:closure | Jan/south_10-chalus_alt:closure | Jan/south_10-kelardasht:closure | Jan/south_10-kelardasht_alt:closure | Jan/south_10-nowshahr:closure | Jan/south_10-nowshahr_alt:closure | Jan/south_5-chalus:closure | Jan/south_5-chalus_alt:closure | Jan/south_5-kelardasht:closure | Jan/south_5-kelardasht_alt:closure | Jan/south_5-nowshahr:closure | Jan/south_5-nowshahr_alt:closure | Jun/south-chalus:closure | Jun/south-kelardasht:closure | Jun/south-nowshahr:closure | JunGate/south+0-chalus:closure | JunGate/south+0-kelardasht:closure | JunGate/south+0-nowshahr:closure | JunGate/south+10-chalus:closure | JunGate/south+10-kelardasht:closure | JunGate/south+10-nowshahr:closure | JunGate/south+5-chalus:closure | JunGate/south+5-kelardasht:closure | JunGate/south+5-nowshahr:closure | JunSens/south-chalus:closure | JunSens/south-chalus_alt:closure | JunSens/south-kelardasht:closure | JunSens/south-kelardasht_alt:closure | JunSens/south-nowshahr:closure | JunSens/south-nowshahr_alt:closure | JunSens/south_10-chalus:closure | JunSens/south_10-chalus_alt:closure | JunSens/south_10-kelardasht:closure | JunSens/south_10-kelardasht_alt:closure | JunSens/south_10-nowshahr:closure | JunSens/south_10-nowshahr_alt:closure | JunSens/south_5-chalus:closure | JunSens/south_5-chalus_alt:closure | JunSens/south_5-kelardasht:closure | JunSens/south_5-kelardasht_alt:closure | JunSens/south_5-nowshahr:closure | JunSens/south_5-nowshahr_alt:closure,NO,Use 12-Jun version; no route/corridor effect,{},"{""highway"":""trunk"",""maxspeed"":""80"",""name"":""جاده هراز"",""oneway"":""yes"",""ref"":""77""}","[8834310045,8984975031,8984975030,8984975033,11940197846,2279621058]",,https://www.openstreetmap.org/way/954500256/history
way/971609680,3,2023-03-01 12:03:14+00:00,2024-03-29T14:54:48Z,5,2024-03-29T14:54:48Z,,A_NON_MATERIAL,Jan/east-chalus:base | Jan/east-chalus:closure | Jan/east-chalus_alt:base | Jan/east-chalus_alt:closure | Jan/east-kelardasht:base | Jan/east-kelardasht:closure | Jan/east-kelardasht_alt:base | Jan/east-kelardasht_alt:closure | Jan/east-nowshahr:base | Jan/east-nowshahr:closure | Jan/east-nowshahr_alt:base | Jan/east-nowshahr_alt:closure | Jun/east-chalus:base | Jun/east-chalus:closure | Jun/east-kelardasht:base | Jun/east-kelardasht:closure | Jun/east-nowshahr:base | Jun/east-nowshahr:closure | JunGate/east+0-chalus:base | JunGate/east+0-chalus:closure | JunGate/east+0-kelardasht:base | JunGate/east+0-kelardasht:closure | JunGate/east+0-nowshahr:base | JunGate/east+0-nowshahr:closure | JunGate/east+10-chalus:base | JunGate/east+10-chalus:closure | JunGate/east+10-kelardasht:base | JunGate/east+10-kelardasht:closure | JunGate/east+10-nowshahr:base | JunGate/east+10-nowshahr:closure | JunGate/east+5-chalus:base | JunGate/east+5-chalus:closure | JunGate/east+5-kelardasht:base | JunGate/east+5-kelardasht:closure | JunGate/east+5-nowshahr:base | JunGate/east+5-nowshahr:closure | JunSens/east-chalus:base | JunSens/east-chalus:closure | JunSens/east-chalus_alt:base | JunSens/east-chalus_alt:closure | JunSens/east-kelardasht:base | JunSens/east-kelardasht:closure | JunSens/east-kelardasht_alt:base | JunSens/east-kelardasht_alt:closure | JunSens/east-nowshahr:base | JunSens/east-nowshahr:closure | JunSens/east-nowshahr_alt:base | JunSens/east-nowshahr_alt:closure,NO,Use 12-Jun version; no route/corridor effect,"{""name"":[""جاده ساحلی"",""بلوار امام خمینی""]}","{""highway"":""trunk"",""maxspeed"":""60"",""name"":""بلوار امام خمینی"",""oneway"":""yes"",""ref"":""22"",""sidewalk"":""yes""}","[6499437823,4357364773,4113586826,2387914363,6487285354,6487285349,6487285358,2387914352,4113595612,6487285360,6487285363,6487285365,6487285367,6487285369,6487285372,6487285374,2387914312,2387914307,4113586809,2387914303,2387914299,6487285791,2387914296,6487285794,6487285799,6487285860,6487285913,2387914279,6487285915,2387914275,2387914274,2387914273,2387914276,2387914281]",,https://www.openstreetmap.org/way/971609680/history
way/1007839062,3,2023-06-13 20:36:24+00:00,2024-04-05T16:31:31Z,4,2024-04-05T16:31:31Z,2025-10-18T12:23:37Z,A_NON_MATERIAL,Jan/south-chalus:closure | Jan/south-chalus_alt:closure | Jan/south-kelardasht:closure | Jan/south-kelardasht_alt:closure | Jan/south-nowshahr:closure | Jan/south-nowshahr_alt:closure | Jan/south_10-chalus:closure | Jan/south_10-chalus_alt:closure | Jan/south_10-kelardasht:closure | Jan/south_10-kelardasht_alt:closure | Jan/south_10-nowshahr:closure | Jan/south_10-nowshahr_alt:closure | Jan/south_5-chalus:closure | Jan/south_5-chalus_alt:closure | Jan/south_5-kelardasht:closure | Jan/south_5-kelardasht_alt:closure | Jan/south_5-nowshahr:closure | Jan/south_5-nowshahr_alt:closure | Jun/south-chalus:closure | Jun/south-kelardasht:closure | Jun/south-nowshahr:closure | JunGate/south+0-chalus:closure | JunGate/south+0-kelardasht:closure | JunGate/south+0-nowshahr:closure | JunGate/south+10-chalus:closure | JunGate/south+10-kelardasht:closure | JunGate/south+10-nowshahr:closure | JunGate/south+5-chalus:closure | JunGate/south+5-kelardasht:closure | JunGate/south+5-nowshahr:closure | JunSens/south-chalus:closure | JunSens/south-chalus_alt:closure | JunSens/south-kelardasht:closure | JunSens/south-kelardasht_alt:closure | JunSens/south-nowshahr:closure | JunSens/south-nowshahr_alt:closure | JunSens/south_10-chalus:closure | JunSens/south_10-chalus_alt:closure | JunSens/south_10-kelardasht:closure | JunSens/south_10-kelardasht_alt:closure | JunSens/south_10-nowshahr:closure | JunSens/south_10-nowshahr_alt:closure | JunSens/south_5-chalus:closure | JunSens/south_5-chalus_alt:closure | JunSens/south_5-kelardasht:closure | JunSens/south_5-kelardasht_alt:closure | JunSens/south_5-nowshahr:closure | JunSens/south_5-nowshahr_alt:closure,NO,Use 12-Jun version; no route/corridor effect,{},"{""highway"":""trunk"",""maxspeed"":""80"",""name"":""جاده هراز"",""oneway"":""yes"",""ref"":""77""}","[27216669,4379105364,2221251640,10975138246,2221251644,10975138247,10975138248,2221251647,10975138252,2221251648,10975138253,27216671,2221251652,10975138268,10975138269,27216672,2221251660,4379105363,2221251662,11793713027,4379105362,10975138270,27216674,10975138272,10975138274,2221251664,11793713029,2221251665,10975138285,10975138286,27216675,10975138294,10975138295,2221251669,10975138296,10975138297,10975138298,2221251671,10975138303,2221251672,10975138305,27216676,10975138306,10975138307,10975138308,10975138309,4379125056,2221251674,10975138313,10975138314,10975138315,2221251676,10975138316,27216677,10975138317,2221251678,2221251680,10975138318,10975138334,10975138336,2221251681,10975138337,5041772201,2221251683,10975138340,10975138341,2221251690,10975138344,27216678,10975138345,10975138346,2221251692,10975138349,10975138350,8735664683,27216679,10975138351,4379125057,10975138352,10975138354,10975138353,2221251694,10975128825,2221251696,27216680]",,https://www.openstreetmap.org/way/1007839062/history
way/1029362565,5,2023-10-17 03:46:13+00:00,2024-04-02T13:37:26Z,6,2024-04-02T13:37:26Z,2025-02-07T00:09:44Z,B_ROUTING_ATTRIBUTE,Jan/south-chalus:closure | Jan/south-chalus_alt:closure | Jan/south-kelardasht:closure | Jan/south-kelardasht_alt:closure | Jan/south-nowshahr:closure | Jan/south-nowshahr_alt:closure | Jan/south_10-chalus:closure | Jan/south_10-chalus_alt:closure | Jan/south_10-kelardasht:closure | Jan/south_10-kelardasht_alt:closure | Jan/south_10-nowshahr:closure | Jan/south_10-nowshahr_alt:closure | Jan/south_5-chalus:closure | Jan/south_5-chalus_alt:closure | Jan/south_5-kelardasht:closure | Jan/south_5-kelardasht_alt:closure | Jan/south_5-nowshahr:closure | Jan/south_5-nowshahr_alt:closure | Jun/south-chalus:closure | Jun/south-kelardasht:closure | Jun/south-nowshahr:closure | JunGate/south+0-chalus:closure | JunGate/south+0-kelardasht:closure | JunGate/south+0-nowshahr:closure | JunGate/south+10-chalus:closure | JunGate/south+10-kelardasht:closure | JunGate/south+10-nowshahr:closure | JunGate/south+5-chalus:closure | JunGate/south+5-kelardasht:closure | JunGate/south+5-nowshahr:closure | JunSens/south-chalus:closure | JunSens/south-chalus_alt:closure | JunSens/south-kelardasht:closure | JunSens/south-kelardasht_alt:closure | JunSens/south-nowshahr:closure | JunSens/south-nowshahr_alt:closure | JunSens/south_10-chalus:closure | JunSens/south_10-chalus_alt:closure | JunSens/south_10-kelardasht:closure | JunSens/south_10-kelardasht_alt:closure | JunSens/south_10-nowshahr:closure | JunSens/south_10-nowshahr_alt:closure | JunSens/south_5-chalus:closure | JunSens/south_5-chalus_alt:closure | JunSens/south_5-kelardasht:closure | JunSens/south_5-kelardasht_alt:closure | JunSens/south_5-nowshahr:closure | JunSens/south_5-nowshahr_alt:closure,NO,Use 12-Jun version; no route/corridor effect,"{""oneway"":[null,""yes""]}","{""alt_name"":""جاده چمستان"",""highway"":""primary"",""maxspeed"":""70"",""name"":""جاده آمل - چمستان"",""oneway"":""yes""}","[2387911895,10673926862,10673926860,9490277922]",,https://www.openstreetmap.org/way/1029362565/history
way/1029362566,4,2023-10-17 03:46:13+00:00,2024-04-02T13:37:26Z,5,2024-04-02T13:37:26Z,2025-02-07T00:09:44Z,B_ROUTING_ATTRIBUTE,Jan/south-chalus:closure | Jan/south-chalus_alt:closure | Jan/south-kelardasht:closure | Jan/south-kelardasht_alt:closure | Jan/south-nowshahr:closure | Jan/south-nowshahr_alt:closure | Jan/south_10-chalus:closure | Jan/south_10-chalus_alt:closure | Jan/south_10-kelardasht:closure | Jan/south_10-kelardasht_alt:closure | Jan/south_10-nowshahr:closure | Jan/south_10-nowshahr_alt:closure | Jan/south_5-chalus:closure | Jan/south_5-chalus_alt:closure | Jan/south_5-kelardasht:closure | Jan/south_5-kelardasht_alt:closure | Jan/south_5-nowshahr:closure | Jan/south_5-nowshahr_alt:closure | Jun/south-chalus:closure | Jun/south-kelardasht:closure | Jun/south-nowshahr:closure | JunGate/south+0-chalus:closure | JunGate/south+0-kelardasht:closure | JunGate/south+0-nowshahr:closure | JunGate/south+10-chalus:closure | JunGate/south+10-kelardasht:closure | JunGate/south+10-nowshahr:closure | JunGate/south+5-chalus:closure | JunGate/south+5-kelardasht:closure | JunGate/south+5-nowshahr:closure | JunSens/south-chalus:closure | JunSens/south-chalus_alt:closure | JunSens/south-kelardasht:closure | JunSens/south-kelardasht_alt:closure | JunSens/south-nowshahr:closure | JunSens/south-nowshahr_alt:closure | JunSens/south_10-chalus:closure | JunSens/south_10-chalus_alt:closure | JunSens/south_10-kelardasht:closure | JunSens/south_10-kelardasht_alt:closure | JunSens/south_10-nowshahr:closure | JunSens/south_10-nowshahr_alt:closure | JunSens/south_5-chalus:closure | JunSens/south_5-chalus_alt:closure | JunSens/south_5-kelardasht:closure | JunSens/south_5-kelardasht_alt:closure | JunSens/south_5-nowshahr:closure | JunSens/south_5-nowshahr_alt:closure,NO,Use 12-Jun version; no route/corridor effect,"{""oneway"":[null,""yes""]}","{""alt_name"":""جاده چمستان"",""bridge"":""yes"",""highway"":""primary"",""layer"":""1"",""maxspeed"":""70"",""name"":""جاده آمل - چمستان"",""oneway"":""yes""}","[9490277922,9490277923]",,https://www.openstreetmap.org/way/1029362566/history
way/1051596694,3,2023-03-01 11:40:11+00:00,2024-03-29T14:54:48Z,5,2024-03-29T14:54:48Z,2024-12-19T05:14:41Z,A_NON_MATERIAL,Jan/east-chalus:base | Jan/east-chalus:closure | Jan/east-chalus_alt:base | Jan/east-chalus_alt:closure | Jan/east-kelardasht:base | Jan/east-kelardasht:closure | Jan/east-kelardasht_alt:base | Jan/east-kelardasht_alt:closure | Jan/east-nowshahr:base | Jan/east-nowshahr:closure | Jan/east-nowshahr_alt:base | Jan/east-nowshahr_alt:closure | Jun/east-chalus:base | Jun/east-chalus:closure | Jun/east-kelardasht:base | Jun/east-kelardasht:closure | Jun/east-nowshahr:base | Jun/east-nowshahr:closure | JunGate/east+0-chalus:base | JunGate/east+0-chalus:closure | JunGate/east+0-kelardasht:base | JunGate/east+0-kelardasht:closure | JunGate/east+0-nowshahr:base | JunGate/east+0-nowshahr:closure | JunGate/east+10-chalus:base | JunGate/east+10-chalus:closure | JunGate/east+10-kelardasht:base | JunGate/east+10-kelardasht:closure | JunGate/east+10-nowshahr:base | JunGate/east+10-nowshahr:closure | JunGate/east+5-chalus:base | JunGate/east+5-chalus:closure | JunGate/east+5-kelardasht:base | JunGate/east+5-kelardasht:closure | JunGate/east+5-nowshahr:base | JunGate/east+5-nowshahr:closure | JunSens/east-chalus:base | JunSens/east-chalus:closure | JunSens/east-chalus_alt:base | JunSens/east-chalus_alt:closure | JunSens/east-kelardasht:base | JunSens/east-kelardasht:closure | JunSens/east-kelardasht_alt:base | JunSens/east-kelardasht_alt:closure | JunSens/east-nowshahr:base | JunSens/east-nowshahr:closure | JunSens/east-nowshahr_alt:base | JunSens/east-nowshahr_alt:closure,NO,Use 12-Jun version; no route/corridor effect,"{""name"":[""جاده ساحلی"",""بلوار امام خمینی""]}","{""highway"":""trunk"",""lanes"":""2"",""maxspeed"":""60"",""name"":""بلوار امام خمینی"",""oneway"":""yes"",""ref"":""22"",""sidewalk"":""yes"",""surface"":""asphalt""}","[9663841795,2379122650,2379122648,6484963822,2379122642,6484963824,6484963683,2379122639,2379122636,6484963816,2379122633,2379122630,5753387151,2379122627,2379122624,9384955316,5753387149,2379122620,5753387147,6484964014,6484964010,6484964008,2379122609,5753387137,2379122608,6484964244,2379122606,6484964240,2379122604,6484964267,6484964277,6484964256,2379122603,6484964260,3718381639,2379122600]",,https://www.openstreetmap.org/way/1051596694/history
way/1082487418,3,2023-10-17 03:32:12+00:00,2024-04-02T13:37:26Z,4,2024-04-02T13:37:26Z,2025-02-07T00:09:44Z,A_NON_MATERIAL,Jan/south-chalus:closure | Jan/south-chalus_alt:closure | Jan/south-kelardasht:closure | Jan/south-kelardasht_alt:closure | Jan/south-nowshahr:closure | Jan/south-nowshahr_alt:closure | Jan/south_10-chalus:closure | Jan/south_10-chalus_alt:closure | Jan/south_10-kelardasht:closure | Jan/south_10-kelardasht_alt:closure | Jan/south_10-nowshahr:closure | Jan/south_10-nowshahr_alt:closure | Jan/south_5-chalus:closure | Jan/south_5-chalus_alt:closure | Jan/south_5-kelardasht:closure | Jan/south_5-kelardasht_alt:closure | Jan/south_5-nowshahr:closure | Jan/south_5-nowshahr_alt:closure | Jun/south-chalus:closure | Jun/south-kelardasht:closure | Jun/south-nowshahr:closure | JunGate/south+0-chalus:closure | JunGate/south+0-kelardasht:closure | JunGate/south+0-nowshahr:closure | JunGate/south+10-chalus:closure | JunGate/south+10-kelardasht:closure | JunGate/south+10-nowshahr:closure | JunGate/south+5-chalus:closure | JunGate/south+5-kelardasht:closure | JunGate/south+5-nowshahr:closure | JunSens/south-chalus:closure | JunSens/south-chalus_alt:closure | JunSens/south-kelardasht:closure | JunSens/south-kelardasht_alt:closure | JunSens/south-nowshahr:closure | JunSens/south-nowshahr_alt:closure | JunSens/south_10-chalus:closure | JunSens/south_10-chalus_alt:closure | JunSens/south_10-kelardasht:closure | JunSens/south_10-kelardasht_alt:closure | JunSens/south_10-nowshahr:closure | JunSens/south_10-nowshahr_alt:closure | JunSens/south_5-chalus:closure | JunSens/south_5-chalus_alt:closure | JunSens/south_5-kelardasht:closure | JunSens/south_5-kelardasht_alt:closure | JunSens/south_5-nowshahr:closure | JunSens/south_5-nowshahr_alt:closure,NO,Use 12-Jun version; no route/corridor effect,{},"{""highway"":""primary"",""junction"":""roundabout"",""oneway"":""yes""}","[9920689424,9920689423,9920689422,9920689421,9920689420,9920689419,9920689418,9920689417,9920666216,9920666215,9920666214,11780483459,9920666213,6184537815,9920666211,9920666210,9920666209,9920689425,9920666208,9920666207,9920666206,9920666205,9920666204,9920666203,9920689424]",,https://www.openstreetmap.org/way/1082487418/history
way/1106503266,1,2022-10-24 05:53:16+00:00,2024-04-06T08:35:36Z,2,2024-04-06T08:35:36Z,,B_ROUTING_ATTRIBUTE,Jan/south-chalus:base | Jan/south-chalus_alt:base | Jan/south-kelardasht:base | Jan/south-kelardasht_alt:base | Jan/south-nowshahr:base | Jan/south-nowshahr_alt:base | Jan/south_10-chalus:base | Jan/south_10-chalus_alt:base | Jan/south_10-kelardasht:base | Jan/south_10-kelardasht_alt:base | Jan/south_10-nowshahr:base | Jan/south_10-nowshahr_alt:base | Jan/south_5-chalus:base | Jan/south_5-chalus_alt:base | Jan/south_5-kelardasht:base | Jan/south_5-kelardasht_alt:base | Jan/south_5-nowshahr:base | Jan/south_5-nowshahr_alt:base,YES_REPRESENTATION_ONLY,Apply oneway=yes; route shifts to parallel carriageway; distance/corridor stable,"{""highway"":[""primary"",""trunk""],""oneway"":[null,""yes""]}","{""hgv"":""no"",""highway"":""trunk"",""lanes"":""2"",""maxspeed:backward"":""40"",""maxspeed:forward"":""60"",""motorcycle"":""no"",""name"":""جاده چالوس"",""name:en"":""Chalus Road"",""oneway"":""yes"",""overtaking"":""no"",""ref"":""59"",""ref:fa"":""۵۹"",""surface"":""asphalt""}","[11795085370,2141921183,6221425163,6221425164,5093179823]",,https://www.openstreetmap.org/way/1106503266/history
way/1133520397,3,2023-03-01 12:49:52+00:00,2024-02-10T15:52:46Z,4,2024-02-10T15:52:46Z,,C_TOPOLOGY,Jan/east-chalus:base | Jan/east-chalus:closure | Jan/east-chalus_alt:base | Jan/east-chalus_alt:closure | Jan/east-kelardasht:base | Jan/east-kelardasht:closure | Jan/east-kelardasht_alt:base | Jan/east-kelardasht_alt:closure | Jan/east-nowshahr:base | Jan/east-nowshahr:closure | Jan/east-nowshahr_alt:base | Jan/east-nowshahr_alt:closure | Jan/south-chalus:closure | Jan/south-chalus_alt:closure | Jan/south-kelardasht:closure | Jan/south-kelardasht_alt:closure | Jan/south-nowshahr:closure | Jan/south-nowshahr_alt:closure | Jan/south_10-chalus:closure | Jan/south_10-chalus_alt:closure | Jan/south_10-kelardasht:closure | Jan/south_10-kelardasht_alt:closure | Jan/south_10-nowshahr:closure | Jan/south_10-nowshahr_alt:closure | Jan/south_5-chalus:closure | Jan/south_5-chalus_alt:closure | Jan/south_5-kelardasht:closure | Jan/south_5-kelardasht_alt:closure | Jan/south_5-nowshahr:closure | Jan/south_5-nowshahr_alt:closure | Jun/east-chalus:base | Jun/east-chalus:closure | Jun/east-kelardasht:base | Jun/east-kelardasht:closure | Jun/east-nowshahr:base | Jun/east-nowshahr:closure | Jun/south-chalus:closure | Jun/south-kelardasht:closure | Jun/south-nowshahr:closure | JunGate/east+0-chalus:base | JunGate/east+0-chalus:closure | JunGate/east+0-kelardasht:base | JunGate/east+0-kelardasht:closure | JunGate/east+0-nowshahr:base | JunGate/east+0-nowshahr:closure | JunGate/east+10-chalus:base | JunGate/east+10-chalus:closure | JunGate/east+10-kelardasht:base | JunGate/east+10-kelardasht:closure | JunGate/east+10-nowshahr:base | JunGate/east+10-nowshahr:closure | JunGate/east+5-chalus:base | JunGate/east+5-chalus:closure | JunGate/east+5-kelardasht:base | JunGate/east+5-kelardasht:closure | JunGate/east+5-nowshahr:base | JunGate/east+5-nowshahr:closure | JunGate/south+0-chalus:closure | JunGate/south+0-kelardasht:closure | JunGate/south+0-nowshahr:closure | JunGate/south+10-chalus:closure | JunGate/south+10-kelardasht:closure | JunGate/south+10-nowshahr:closure | JunGate/south+5-chalus:closure | JunGate/south+5-kelardasht:closure | JunGate/south+5-nowshahr:closure | JunSens/east-chalus:base | JunSens/east-chalus:closure | JunSens/east-chalus_alt:base | JunSens/east-chalus_alt:closure | JunSens/east-kelardasht:base | JunSens/east-kelardasht:closure | JunSens/east-kelardasht_alt:base | JunSens/east-kelardasht_alt:closure | JunSens/east-nowshahr:base | JunSens/east-nowshahr:closure | JunSens/east-nowshahr_alt:base | JunSens/east-nowshahr_alt:closure | JunSens/south-chalus:closure | JunSens/south-chalus_alt:closure | JunSens/south-kelardasht:closure | JunSens/south-kelardasht_alt:closure | JunSens/south-nowshahr:closure | JunSens/south-nowshahr_alt:closure | JunSens/south_10-chalus:closure | JunSens/south_10-chalus_alt:closure | JunSens/south_10-kelardasht:closure | JunSens/south_10-kelardasht_alt:closure | JunSens/south_10-nowshahr:closure | JunSens/south_10-nowshahr_alt:closure | JunSens/south_5-chalus:closure | JunSens/south_5-chalus_alt:closure | JunSens/south_5-kelardasht:closure | JunSens/south_5-kelardasht_alt:closure | JunSens/south_5-nowshahr:closure | JunSens/south_5-nowshahr_alt:closure,NO,Use 12-Jun version; no route/corridor effect,"{""sidewalk"":[""yes"",""right""]}","{""highway"":""trunk"",""junction"":""roundabout"",""name"":""میدان الغدیر"",""sidewalk"":""right""}","[10568262763,10576200631,10568262725,11608058205,10568262747,10568262759,10568262727,11608058206,10568262723,10568262745,11608058207,10568262752,2387913465,11608058208,10568262724,10568262741,10568262733,10568262749,11608058209,11608058210,10568262754,11608058211,10568262746,10568262763]",,https://www.openstreetmap.org/way/1133520397/history
